Track Name,Artist,URL
Firestone,Kygo,https://open.spotify.com/track/2sNvitW3TxiTeC9xT9f2ZZ
Dark Times,The Weeknd,https://open.spotify.com/track/0Gi17qCJh9e9RJxLaYkm9l
You Know You Like It - DJ Snake Remix,AlunaGeorge,https://open.spotify.com/track/4HfykP9fjZZJC3WBwFArb4
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,https://open.spotify.com/track/7y2YUIyCuVhBidENVT0068
Stitches,Shawn Mendes,https://open.spotify.com/track/3zkWCteF82vJwv0hRLba76
Tell Your Friends,The Weeknd,https://open.spotify.com/track/28YLWwEB6xnJQYN7e062rH
For A Better Day,Avicii,https://open.spotify.com/track/2u5B53qh8UGDnPcdJATcDl
All Eyes On You (feat. Chris Brown & Nicki Minaj),Meek Mill,https://open.spotify.com/track/0hy1SOTEn9ifXTzOwnCwEr
Ginza,J Balvin,https://open.spotify.com/track/7a6GeFdPlbQtd7BwVlZ52k
Five More Hours - Deorro x Chris Brown,Deorro,https://open.spotify.com/track/6YwLgicpvVuMt1eE2OldwQ
"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",Macklemore & Ryan Lewis,https://open.spotify.com/track/0lLDaAdXcjOQ7Mf2NXzXay
Acquainted,The Weeknd,https://open.spotify.com/track/7t5m6zRwIEBxmPt8lNoPPi
Take Me To Church,Hozier,https://open.spotify.com/track/7dS5EaCoMnN7DzlpT6aRn2
Prisoner,The Weeknd,https://open.spotify.com/track/2PUQu6RlN3DDJOoJ26JW8u
Runaway (U & I),Galantis,https://open.spotify.com/track/46lFttIf5hnUZMGvjK0Wxo
Losers,The Weeknd,https://open.spotify.com/track/1RM7XdyfDnksC1ukt4y67n
Ghost Town,Adam Lambert,https://open.spotify.com/track/44aN5xKL3kGHvQ5bXVk6B8
Again,Fetty Wap,https://open.spotify.com/track/4DHmHECcCKVLRcGNrbRi7P
Shameless,The Weeknd,https://open.spotify.com/track/66UVpCZ5aH3VV3Ic3PBUrP
My Way (feat. Monty),Fetty Wap,https://open.spotify.com/track/7zpZQzTwWBN0eOsmb4WPH3
Bitch Better Have My Money,Rihanna,https://open.spotify.com/track/5lnsCyEKWofnC00U4Ax0ti
Sun Is Shining,Axwell /\ Ingrosso,https://open.spotify.com/track/1Gzv0cMy3xm7sgN5gd7WkU
Lush Life,Zara Larsson,https://open.spotify.com/track/0VzzzYWjBWofMsSB77pDo4
King,Years & Years,https://open.spotify.com/track/4SNtBMJa7Wpk1tJzMSUv9B
Love Myself,Hailee Steinfeld,https://open.spotify.com/track/0xCmwofyCiXdhoBsMSNj2w
Nothing Left,Kygo,https://open.spotify.com/track/0j0DNujXWeupLpZobbABoo
New Americana,Halsey,https://open.spotify.com/track/6Xs7OKt6i0Ddq8B4M5Dgvr
In The Night,The Weeknd,https://open.spotify.com/track/7fPHfBCyKE3aVCBjE4DAvl
Headlights (feat. Ilsey),Robin Schulz,https://open.spotify.com/track/06Hdbxh6NCy6TIhjdXTchB
Back To Back,Drake,https://open.spotify.com/track/5lFDtgWsjRJu8fPOAyJIAK
Do It Again,Pia Mia,https://open.spotify.com/track/72Bz4ciRZPBcVSw0nrZDHi
I Really Like You,Carly Rae Jepsen,https://open.spotify.com/track/0PGLRTN0X6DrXh645WJCIY
This Could Be Us,Rae Sremmurd,https://open.spotify.com/track/4jTiyLlOJVJj3mCr7yfPQD
Intoxicated - Radio Edit,Martin Solveig,https://open.spotify.com/track/49aLCvvEKM5EA8IYwDmtaE
That's How You Know (feat. Kid Ink & Bebe Rexha),Nico & Vinz,https://open.spotify.com/track/3icbmPGKTsKAa0IinkizCM
Don't Worry (with Ray Dalton) - Radio Edit,Madcon,https://open.spotify.com/track/63CSozvYUEudPp12679UVF
Post To Be (feat. Chris Brown & Jhene Aiko),Omarion,https://open.spotify.com/track/0fgZUSa7D7aVvv3GfO0A1n
Try Me (feat. Jennifer Lopez & Matoma),Jason Derulo,https://open.spotify.com/track/4tg1G3X26wDTmQbipgxhp5
Angel,The Weeknd,https://open.spotify.com/track/5JvTl9PGOapS3D7BIGjlSk
Stay With Me,Sam Smith,https://open.spotify.com/track/7IHOIqZUUInxjVkko181PB
"Flex (Ooh, Ooh, Ooh)",Rich Homie Quan,https://open.spotify.com/track/2LLFl56eIFGFlnrplUC26f
Peanut Butter Jelly,Galantis,https://open.spotify.com/track/3aIhJDHxr1kgTSnutJxPTH
She's Kinda Hot,5 Seconds of Summer,https://open.spotify.com/track/56nMXANwYgYPBqGX9uEH2M
FourFiveSeconds,Rihanna,https://open.spotify.com/track/5XzmZjXhMjDHr7ZfJ6DELQ
As You Are,The Weeknd,https://open.spotify.com/track/5hmO72DpMfddRFBbVdPoEX
Coming Over (feat. James Hersey),Dillon Francis,https://open.spotify.com/track/6m3ZWIXhjoV76syT1j2oE9
GDFR (feat. Sage The Gemini & Lookas),Flo Rida,https://open.spotify.com/track/26rdOwwjC2UnweK3xeS58u
Elastic Heart,Sia,https://open.spotify.com/track/6kwAbEjseqBob48jCus7Sz
Hula Hoop,OMI,https://open.spotify.com/track/4vEUY73dVOg97Ajbqq9zgV
Bang Bang,Jessie J,https://open.spotify.com/track/3SaIsrEzrQGDcG1jCeaK8q
One Last Time,Ariana Grande,https://open.spotify.com/track/2OlWBmSjf1aUPGLNf0UI5A
Hold My Hand,Jess Glynne,https://open.spotify.com/track/58jx3tTuDuzHysC77c0AQd
Shine,Years & Years,https://open.spotify.com/track/3ISw0ZbIocgoNoxu7cpTUl
Chandelier,Sia,https://open.spotify.com/track/4VrWlk8IQxevMvERoX08iC
Prayer in C - Robin Schulz Radio Edit,Lilly Wood and The Prick,https://open.spotify.com/track/0uVyZywUNOp6S0dU5r8TS8
Beautiful Now,Zedd,https://open.spotify.com/track/7FJP35tUJ2121EJsFpU1Gh
"Flashlight - From ""Pitch Perfect 2"" Soundtrack",Jessie J,https://open.spotify.com/track/6qC8Jj1XOxknPm8N7EbzKX
Time of Our Lives,Pitbull,https://open.spotify.com/track/2bJvI42r8EF3wxjOuDav4r
La Gozadera,Gente De Zona,https://open.spotify.com/track/3ip2477VESffCtFkPFT0ov
Talking Body,Tove Lo,https://open.spotify.com/track/2tpfxAXiI52znho4WE3XFA
Hold Back The River,James Bay,https://open.spotify.com/track/1KZyVnyptQcPzkx7ELCnZC
Cheyenne,Jason Derulo,https://open.spotify.com/track/3EofjRgUI1WrzqqtLb8NoF
Let Her Go,Passenger,https://open.spotify.com/track/7DFNE7NO0raLIUbgzY2rzm
Riptide,Vance Joy,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
All of Me,John Legend,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
Classic Man,Jidenna,https://open.spotify.com/track/3G7XYAwtxtoGK7fAm4IlD9
Let It Go,James Bay,https://open.spotify.com/track/40EB7ABUO6MoWMUwPKptJ7
Planes,Jeremih,https://open.spotify.com/track/75rDNLl8v6qVYHXGzfHv4c
Powerful (feat. Ellie Goulding & Tarrus Riley),Major Lazer,https://open.spotify.com/track/4oyWrvyORD6uCSYCLSRF6W
Rather Be (feat. Jess Glynne),Clean Bandit,https://open.spotify.com/track/0TVV2gFROJaB3kIZyCUvIY
House Party,Sam Hunt,https://open.spotify.com/track/1TwLKNsCnhi1HxbIi4bAW0
Outside,Calvin Harris,https://open.spotify.com/track/7MmG8p0F9N3C4AXdK6o6Eb
I'm Not The Only One,Sam Smith,https://open.spotify.com/track/1VbhR6D6zUoSTBzvnRonXO
Body on Me,Rita Ora,https://open.spotify.com/track/3qRHCvn70YpVFFkx3lrAYf
Show Me Love,Sam Feldt,https://open.spotify.com/track/6ksRossV4vKsXntCCZbhaM
Shots & Squats,Vigiland,https://open.spotify.com/track/3FS2e59gXFXrcg7sN2mL5z
Don't Be So Hard On Yourself,Jess Glynne,https://open.spotify.com/track/1KtVVUM6OkpyOsbVfbMybX
Easy Love - Original Mix,Sigala,https://open.spotify.com/track/5MMp4HNtX6T2xT9w6Xmaxn
I See Fire,Ed Sheeran,https://open.spotify.com/track/5pY3ovFxbvAg7reGZjJQSp
This Summer,Maroon 5,https://open.spotify.com/track/5NUlOzzMdoIABFTnhizCQa
Renegades,X Ambassadors,https://open.spotify.com/track/0fYVliAYKHuPmECRs1pbRf
New Thang,Redfoo,https://open.spotify.com/track/4PVm8e67skz8B8wiJP2kwk
Jet Black Heart,5 Seconds of Summer,https://open.spotify.com/track/1KAkTstWzEOT24VqCDkKdl
Like I'm Gonna Lose You,Meghan Trainor,https://open.spotify.com/track/2YlZnw2ikdb837oKMKjBkW
Fun,Pitbull,https://open.spotify.com/track/6Zo3wgDE076K2AuiGZF3CS
High By The Beach,Lana Del Rey,https://open.spotify.com/track/2WFb9JwoOvZMoiuzZrCfR4
Run Away With Me,Carly Rae Jepsen,https://open.spotify.com/track/5e0vgBWfwToyphURwynSXa
Know Yourself,Drake,https://open.spotify.com/track/5InOp6q2vvx0fShv3bzFLZ
Blame,Calvin Harris,https://open.spotify.com/track/07nH4ifBxUB4lZcsf44Brn
Here,Alessia Cara,https://open.spotify.com/track/2jplimH0b7Abf5LQSPx27A
No Role Modelz,J. Cole,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
Radioactive,Imagine Dragons,https://open.spotify.com/track/6Ep6BzIOB9tz3P4sWqiiAB
Counting Stars,OneRepublic,https://open.spotify.com/track/1QzFhzIOW7CyRJLpmq5CM0
Energy,Drake,https://open.spotify.com/track/79XrkTOfV1AqySNjVlygpW
"Honey, I'm Good.",Andy Grammer,https://open.spotify.com/track/4orphgwPHHRsdEkfUmANSD
Maps,Maroon 5,https://open.spotify.com/track/71ywEs45ClmTNRiaJ7YEsr
The Night Is Still Young,Nicki Minaj,https://open.spotify.com/track/4bBrKDo8rchikwZOtmXbIH
Heroes (we could be),Alesso,https://open.spotify.com/track/3zU9rdflI65tK4dkkNSp77
Freedom,Pharrell Williams,https://open.spotify.com/track/6RB9YvNyP0RZfCUcMtZELH
Somebody,Natalie La Rose,https://open.spotify.com/track/0pn6qyOJYNwP9nhGg3L7dV
Johnny G (The Guidetti Song),Badpojken,https://open.spotify.com/track/4h3pqTNfE8TPLP5SWZjoU6
Demons,Imagine Dragons,https://open.spotify.com/track/2Oehrcv4Kov0SuIgWyQY9e
R.I.C.O. (feat. Drake),Meek Mill,https://open.spotify.com/track/0Y0TOsE1q11qgbi7c5WZsG
Budapest,George Ezra,https://open.spotify.com/track/7GJClzimvMSghjcrKxuf1M
Animals,Maroon 5,https://open.spotify.com/track/7uolkTLavH97itenLjNmx9
Be Right There,Diplo,https://open.spotify.com/track/1Wuwsq0BK4Abd7gRitOhXl
The Nights,Avicii,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
Rude,MAGIC!,https://open.spotify.com/track/6RtPijgfPKROxEzTHNRiDp
Nasty Freestyle,T-Wayne,https://open.spotify.com/track/0PT7nlpo11hYYyfnBgtilT
Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
Ayo,Chris Brown,https://open.spotify.com/track/0k6DnZMLoEUH8NGD5zh2SE
Love Me Harder,Ariana Grande,https://open.spotify.com/track/1aKsg5b9sOngINaQXbB0P7
Tenerife Sea,Ed Sheeran,https://open.spotify.com/track/1HbcclMpw0q2WDWpdGCKdS
Whip It!,Lunchmoney Lewis,https://open.spotify.com/track/4viUsO0ZnlZrVCM945K6on
Hold Me Down,Halsey,https://open.spotify.com/track/0zH1dJoXYgEhruG2L6ayaE
Where Ya At,Future,https://open.spotify.com/track/5nN8BwAQDJDguq7Dpd3JQQ
"Happy - From ""Despicable Me 2""",Pharrell Williams,https://open.spotify.com/track/5b88tNINg4Q4nrRbrCXUmg
Slow Motion,Trey Songz,https://open.spotify.com/track/4NYwy0R3NdvORX2B6OZXBT
Centuries,Fall Out Boy,https://open.spotify.com/track/0yhPEz5KxlDwckGJaMlZqM
Pure Grinding,Avicii,https://open.spotify.com/track/5xbFkdL9vW2uPlBXL3Upw0
Summer,Calvin Harris,https://open.spotify.com/track/6YUTL4dYpB9xZO5qExPf05
Not Letting Go (feat. Jess Glynne),Tinie Tempah,https://open.spotify.com/track/01wuIn1TP5FCvYyqBTdsGC
Legend,Drake,https://open.spotify.com/track/1ID1QFSNNxi0hiZCNcwjUC
SummerThing!,Afrojack,https://open.spotify.com/track/13uW9hmN28qYQqoPykMB5d
La Mordidita,Ricky Martin,https://open.spotify.com/track/00i0O74dXdaKKdCrqHnfXm
I Don't Fuck With You,Big Sean,https://open.spotify.com/track/7FYH5AW3bVfZHJIQpq3UOA
Colors,Halsey,https://open.spotify.com/track/4FqMPJlvfY5Nfo3gRKcNxl
Lose Yourself - Soundtrack Version,Eminem,https://open.spotify.com/track/7w9bgPAmPTtrkt2v16QWvQ
Wake Me Up,Avicii,https://open.spotify.com/track/6g1NlCpW7fgqDnWbCCDrHl
Emergency,Icona Pop,https://open.spotify.com/track/6sKAs2tdtTVTO2U0IgJAur
Everyday,A$AP Rocky,https://open.spotify.com/track/2N3U8uTYhjX2KwGT0pf5x0
Uma Thurman,Fall Out Boy,https://open.spotify.com/track/5PUawWFG1oIS2NwEcyHaCr
Dark Horse,Katy Perry,https://open.spotify.com/track/4kgsK0fftHtg9gZOzkU5T2
Don't Look Down,Martin Garrix,https://open.spotify.com/track/5M9jOReAKGZ2AttVefFjTY
Levels,Nick Jonas,https://open.spotify.com/track/7rVrQF43tH4mI0542hijUC
Pompeii,Bastille,https://open.spotify.com/track/3gbBpTdY8lnQwqxNCcf795
I Need Your Love,Shaggy,https://open.spotify.com/track/74Xdx4ezYQQlg8wKswq25T
7/11,Beyoncé,https://open.spotify.com/track/02M6vucOvmRfMxTXDUwRXu
A Sky Full of Stars,Coldplay,https://open.spotify.com/track/0FDzzruyVECATHXKHFs9eJ
Come Get Her,Rae Sremmurd,https://open.spotify.com/track/1Ser4X0TKttOvo8bgdytTP
Stolen Dance,Milky Chance,https://open.spotify.com/track/6vECYJHxYmm3Ydt3fF01pE
"Hold On, We're Going Home",Drake,https://open.spotify.com/track/6jdOi5U5LBzQrc4c1VT983
Often - Kygo Remix,The Weeknd,https://open.spotify.com/track/1qoHlIpgGxtmYsYdyiySiL
Don't,Ed Sheeran,https://open.spotify.com/track/1huvTbEYtgltjQRXzrNKGi
Jealous - Remix,Nick Jonas,https://open.spotify.com/track/6erZDIGMbZG8lCllaxzZ19
Someone New,Hozier,https://open.spotify.com/track/2CyE2IRLBN1lWdrELMqgwx
Ay Vamos,J Balvin,https://open.spotify.com/track/6Ges5C2IE738iJh4HyQizQ
Goodbye (feat. Lyse) - Radio Edit,Feder,https://open.spotify.com/track/3PnOOmkxruDDAiMYZZTgO7
All About That Bass,Meghan Trainor,https://open.spotify.com/track/5jE48hhRu8E6zBDPRSkEq7
I Want You To Know,Zedd,https://open.spotify.com/track/19RevBdb9MKUaBIvxSbGd4
Dör för dig,Danny Saucedo,https://open.spotify.com/track/3EoSlpTdHLxQb8URcNULfA
Break Free,Ariana Grande,https://open.spotify.com/track/1T7Htpf1kEvU9Adf8J0ekk
Bailando - Spanish Version,Enrique Iglesias,https://open.spotify.com/track/32lm3769IRfcnrQV11LO4E
Bills,Lunchmoney Lewis,https://open.spotify.com/track/7rlCeTnjn0plPZkVAcctPZ
Do I Wanna Know?,Arctic Monkeys,https://open.spotify.com/track/2UzMpPKPhbcC8RbsmuURAZ
Dear Future Husband,Meghan Trainor,https://open.spotify.com/track/3cU2wBxuV6nFiuf6PJZNlC
Fanática Sensual,Plan B,https://open.spotify.com/track/1BygxKyZjq2xjQiFMkSFGp
Sígueme Y Te Sigo,Daddy Yankee,https://open.spotify.com/track/1ClQpnPU9M6mQpXGvhGPvQ
I'm Yours,Jason Mraz,https://open.spotify.com/track/1EzrEOXmMH3G43AXT1y7pA
Like I Can,Sam Smith,https://open.spotify.com/track/2DnBQKrh8aodN4dBSdXAUh
King Kunta,Kendrick Lamar,https://open.spotify.com/track/0N3W5peJUQtI4eyR6GJT5O
Earned It (Fifty Shades Of Grey),The Weeknd,https://open.spotify.com/track/5UPwc30oJ4KhQYctNfv34x
New Americana,Halsey,https://open.spotify.com/track/3UhxppZQkfk9WniMtjpESF
Hold Me Down,Halsey,https://open.spotify.com/track/4U38hORPx8SsUAXGumsUYN
So wie du bist,Motrip,https://open.spotify.com/track/12SH8NE1e17yItgsb2gitp
6 AM,J Balvin,https://open.spotify.com/track/3uvypVUsiIr1B0BccIcsEh
Ni**as In Paris,JAY Z,https://open.spotify.com/track/4Li2WHPkuyCdtmokzW2007
You Know You Like It,DJ Snake,https://open.spotify.com/track/1sNSG13fsK6KPKKNIQXXrh
Here for You,Kygo,https://open.spotify.com/track/7vqUr6K2Js9Paq4kdNSOm6
New Americana,Halsey,https://open.spotify.com/track/7ax0KTiQf6EWa59S3iQwHI
WILD,Troye Sivan,https://open.spotify.com/track/134GvRqALyujCureZ5VfSt
Astronaut,Sido,https://open.spotify.com/track/3jF75s40mbTlQMTHncvFGa
Antidote,Travis Scott,https://open.spotify.com/track/0KaA33vmmUEY77YD6L3KFi
El Taxi - Original Version,Pitbull,https://open.spotify.com/track/0uACB4xtUGiozU7aTU10QU
Timber,Pitbull,https://open.spotify.com/track/3cHyrEgdyYRjgJKSOiOtcS
Rivers,Thomas Jack,https://open.spotify.com/track/3NBDgwEAGMj0aKRsU8zoO9
Hide Away,Daya,https://open.spotify.com/track/6xDvaUKHffDiy56v6UmrmI
F*ck Up Some Commas,Future,https://open.spotify.com/track/49zD0wr2S3d0lZPib0K4e1
Waves - Robin Schulz Radio Edit,Mr. Probz,https://open.spotify.com/track/5Sf3GyLEAzJXxZ5mbCPXTu
Lieblingsmensch,Namika,https://open.spotify.com/track/6oHDvarQSp0mf5AD1SyNH0
Shots - Broiler Remix,Imagine Dragons,https://open.spotify.com/track/0z8yrlXSjnI29Rv30RssNI
Straight Outta Compton,N.W.A.,https://open.spotify.com/track/4LujRMTMwAfFKjm45tixHY
Problem,Ariana Grande,https://open.spotify.com/track/6xCNYRfzZtoQRo1xruPmNq
WILD,Troye Sivan,https://open.spotify.com/track/5ajEdjV7VfH15GqSL8tSus
Antidote,Travis Scott,https://open.spotify.com/track/1wHZx0LgzFHyeIZkUydNXq
Not Letting Go (feat. Jess Glynne),Tinie Tempah,https://open.spotify.com/track/7DPUbGRbYdFsQSAnHaVTZF
Astronaut,Sido,https://open.spotify.com/track/0pQr5WsobmdZHnuObT0sc2
White Iverson,Post Malone,https://open.spotify.com/track/2N0NifjyXAdMOB4KBGvBJ6
I Know There's Gonna Be (Good Times) [feat. Popcaan],Young Thug,https://open.spotify.com/track/6V5nMvQwsiyW7rEyZq3gfQ
Stressed Out,Twenty One Pilots,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn
Same Old Love,Selena Gomez,https://open.spotify.com/track/072ll8KhlLdt5aIGeyftDO
Follow You,Bring Me The Horizon,https://open.spotify.com/track/21BrE3qn6z1S3KNA4d8uPK
Throne,Bring Me The Horizon,https://open.spotify.com/track/4OpmC94xXTITiYKfNJtHrb
Never Forget You,Zara Larsson,https://open.spotify.com/track/0CQTJlVR2tPLsZ8mtpY8Cr
Hide Away,Daya,https://open.spotify.com/track/2hsza71y54ABzmabyNDtM4
Avalanche,Bring Me The Horizon,https://open.spotify.com/track/4p2F2oqLIONeQwpGpyBox8
Doomed,Bring Me The Horizon,https://open.spotify.com/track/1rO8SV0CvDFyvYhPF35IUE
True Friends,Bring Me The Horizon,https://open.spotify.com/track/6GHLfczafUvxMdJrnfdz1l
Happy Song,Bring Me The Horizon,https://open.spotify.com/track/5u8kjTQnxKmETA86YLIdOh
Easy Love,Sigala,https://open.spotify.com/track/6Sr8JkH7XRVk7Dnar9Xsr5
Right Hand,Drake,https://open.spotify.com/track/3lSR267IJfT54p0Gfuw7mi
Follow You,Bring Me The Horizon,https://open.spotify.com/track/6lFUdRItQEsEuD7dSINL47
Hero,Family of the Year,https://open.spotify.com/track/6GRDI9suQHikFP6euIXnpq
When I Was Your Man,Bruno Mars,https://open.spotify.com/track/0nJW01T7XtvILxQgC5J7Wh
Wet Dreamz,J. Cole,https://open.spotify.com/track/6Ius4TC0L3cN74HT7ENE6e
Cheerleader - Felix Jaehn Remix Radio Edit,OMI,https://open.spotify.com/track/6fQcqEcXfnY0L6VwS0c3gT
Same Old Love,Selena Gomez,https://open.spotify.com/track/7jv4Mb21bdd9SDVOm9Fm9l
Throne,Bring Me The Horizon,https://open.spotify.com/track/0M3adYbGtyRHACP86dey1H
Latch,Disclosure,https://open.spotify.com/track/51ODNNDZm21HU7wI7cccRr
Lay Me Down,Sam Smith,https://open.spotify.com/track/5Nbe9vDQ1YJdreVIlhZEpP
Do It Again,Pia Mia,https://open.spotify.com/track/1PTqbs9FV8hSJCS7OOF5OC
On My Mind,Ellie Goulding,https://open.spotify.com/track/0kN5Ohxu97lwdDmP5n7FZE
Mr. Brightside,The Killers,https://open.spotify.com/track/0eGsygTp906u18L0Oimnem
Gold Digger,Kanye West,https://open.spotify.com/track/1PS1QMdUqOal0ai3Gt7sDQ
Confident,Demi Lovato,https://open.spotify.com/track/1ZBdIk5vyZ1bTpZfCiouU5
RGF Island,Fetty Wap,https://open.spotify.com/track/0W3qF4cYj6Fvfd1ZvLo7RR
Freak,Lana Del Rey,https://open.spotify.com/track/2sjqD4Tm2qWwjWVYtHyhFA
Music To Watch Boys To,Lana Del Rey,https://open.spotify.com/track/1ygel9YFV5UKJWEfavXINo
Runnin' (Lose It All),Naughty Boy,https://open.spotify.com/track/0H2BuFu2MuJfnF1yHKjBcp
Honeymoon,Lana Del Rey,https://open.spotify.com/track/2AHNgUuE9jtiV2O4hdEeBL
Money,5 Seconds of Summer,https://open.spotify.com/track/1rkqeV961erKBwNb0cuvgN
Automatic,ZHU,https://open.spotify.com/track/1Wcw6FdJVhuAWI39mVAXfS
Weekend (feat. Miguel),Mac Miller,https://open.spotify.com/track/6GnhWMhgJb7uyiiPEiEkDA
God Knows I Tried,Lana Del Rey,https://open.spotify.com/track/4yKMyXRZhhBFpMre1uzVbe
Art Deco,Lana Del Rey,https://open.spotify.com/track/0ybFHzKyTWzN1PTfM7oVTB
Watch Me (Whip / Nae Nae),Silentó,https://open.spotify.com/track/1CvhKmrutTAta5awpJcFDn
RGF Island,Fetty Wap,https://open.spotify.com/track/6I8IJzUFxy3AJW7y9FFVD9
10 Bands,Drake,https://open.spotify.com/track/12d5QFwzh60IIHlsSnAvps
High By The Beach,Lana Del Rey,https://open.spotify.com/track/7g3htkaLz4ETFn0cifwM3y
Music To Watch Boys To,Lana Del Rey,https://open.spotify.com/track/34rRFl0bz9PocxWuO2ca5J
Bad Blood,Ryan Adams,https://open.spotify.com/track/3VDx6xXywqEdtlYhShhXtz
Freak,Lana Del Rey,https://open.spotify.com/track/3sYDVtqO35oRSOIMx7dOqR
Blank Space,Ryan Adams,https://open.spotify.com/track/1JhAt4FmhLKj0Z5QpsadNa
Honeymoon,Lana Del Rey,https://open.spotify.com/track/4X5zaUdlRhvBWYnyQIKmH8
Infinity,One Direction,https://open.spotify.com/track/7zlF2G7QFPdj9lmmGNVuNq
Lush Life,Zara Larsson,https://open.spotify.com/track/0r4SsYcwvd8URat6AS2m6f
High By The Beach,Lana Del Rey,https://open.spotify.com/track/35WhawODuOs0kaHxwmPA9D
Music To Watch Boys To,Lana Del Rey,https://open.spotify.com/track/4xIzFwbnxTAZRrPnIUm4y2
Writing's On The Wall,Sam Smith,https://open.spotify.com/track/1PWnAEQcbwQwK759otUbta
